timestamp,asset_id,vibration_rms_mm_s,bearing_temperature_c,rpm,load_percent
2026-08-22T10:36:30+05:30,T-07,2.46,72.7,2997,81.3
2026-08-22T10:36:45+05:30,T-07,2.41,74.9,3004,80.6
2026-08-22T10:37:00+05:30,T-07,2.36,72.6,3002,79.8
2026-08-22T10:37:15+05:30,T-07,2.90,74.8,3000,79.1
2026-08-22T10:37:30+05:30,T-07,2.85,72.6,2998,78.4
2026-08-22T10:37:45+05:30,T-07,2.72,74.8,3005,80.7
2026-08-22T10:38:00+05:30,T-07,2.67,76.9,3003,80.0
2026-08-22T10:38:15+05:30,T-07,2.62,74.7,3001,79.3
2026-08-22T10:38:30+05:30,T-07,2.57,76.9,2999,78.6
2026-08-22T10:38:45+05:30,T-07,2.52,74.0,2997,80.9
2026-08-22T10:39:00+05:30,T-07,2.47,76.2,3004,80.2
2026-08-22T10:39:15+05:30,T-07,2.42,74.0,3002,79.5
2026-08-22T10:39:30+05:30,T-07,2.28,76.1,3000,78.8
2026-08-22T10:39:45+05:30,T-07,2.82,73.9,2998,81.1
2026-08-22T10:40:00+05:30,T-07,2.77,76.1,3005,80.4
2026-08-22T10:40:15+05:30,T-07,2.72,73.9,3003,79.7
2026-08-22T10:40:30+05:30,T-07,2.67,76.0,3001,78.9
2026-08-22T10:40:45+05:30,T-07,2.62,73.8,2999,81.3
2026-08-22T10:41:00+05:30,T-07,2.57,75.4,2997,80.6
2026-08-22T10:41:15+05:30,T-07,2.44,73.2,3004,79.8
2026-08-22T10:41:30+05:30,T-07,2.39,75.3,3002,79.1
2026-08-22T10:41:45+05:30,T-07,2.34,73.1,3000,78.4
2026-08-22T10:42:00+05:30,T-07,2.88,75.3,2998,80.7
2026-08-22T10:42:15+05:30,T-07,2.83,73.0,3005,80.0
2026-08-22T10:42:30+05:30,T-07,2.78,75.2,3003,79.3
2026-08-22T10:42:45+05:30,T-07,2.73,73.0,3001,78.6
2026-08-22T10:43:00+05:30,T-07,2.59,75.2,2999,80.9
2026-08-22T10:43:15+05:30,T-07,2.54,72.3,2997,80.2
2026-08-22T10:43:30+05:30,T-07,2.49,74.5,3004,79.5
2026-08-22T10:43:45+05:30,T-07,2.44,76.6,3002,78.8
2026-08-22T10:44:00+05:30,T-07,2.39,74.4,3000,81.1
2026-08-22T10:44:15+05:30,T-07,2.34,76.6,2998,80.4
2026-08-22T10:44:30+05:30,T-07,2.88,74.4,3005,79.7
2026-08-22T10:44:45+05:30,T-07,2.75,76.5,3003,78.9
2026-08-22T10:45:00+05:30,T-07,2.70,74.3,3001,81.3
2026-08-22T10:45:15+05:30,T-07,2.65,76.5,2999,80.6
2026-08-22T10:45:30+05:30,T-07,2.60,73.6,2997,79.8
2026-08-22T10:45:45+05:30,T-07,2.55,75.8,3004,79.1
2026-08-22T10:46:00+05:30,T-07,2.50,73.6,3002,78.4
2026-08-22T10:46:15+05:30,T-07,2.45,75.8,3000,80.7
2026-08-22T10:46:30+05:30,T-07,2.31,73.5,2998,80.0
2026-08-22T10:46:45+05:30,T-07,2.85,75.7,3005,79.3
2026-08-22T10:47:00+05:30,T-07,2.80,73.5,3003,78.6
2026-08-22T10:47:15+05:30,T-07,2.75,75.7,3001,80.9
2026-08-22T10:47:30+05:30,T-07,2.70,73.4,2999,80.2
2026-08-22T10:47:45+05:30,T-07,2.65,75.0,2997,79.5
2026-08-22T10:48:00+05:30,T-07,2.60,72.8,3004,78.8
2026-08-22T10:48:15+05:30,T-07,2.47,74.9,3002,81.1
2026-08-22T10:48:30+05:30,T-07,2.42,72.7,3000,80.4
2026-08-22T10:48:45+05:30,T-07,2.37,74.9,2998,79.7
2026-08-22T10:49:00+05:30,T-07,2.32,72.7,3005,78.9
2026-08-22T10:49:15+05:30,T-07,2.86,74.8,3003,81.3
2026-08-22T10:49:30+05:30,T-07,2.81,77.0,3001,80.6
2026-08-22T10:49:45+05:30,T-07,2.76,74.8,2999,79.8
2026-08-22T10:50:00+05:30,T-07,2.62,76.3,2997,79.1
2026-08-22T10:50:15+05:30,T-07,2.57,97.2,3004,78.4
2026-08-22T10:50:30+05:30,T-07,2.52,76.3,3002,80.7
2026-08-22T10:50:45+05:30,T-07,2.47,74.0,3000,80.0
2026-08-22T10:51:00+05:30,T-07,2.42,76.2,2998,79.3
2026-08-22T10:51:15+05:30,T-07,2.38,74.0,3005,78.6
2026-08-22T10:51:30+05:30,T-07,2.91,76.2,3003,80.9
2026-08-22T10:51:45+05:30,T-07,2.78,73.9,3001,80.2
2026-08-22T10:52:00+05:30,T-07,2.73,76.1,2999,79.5
2026-08-22T10:52:15+05:30,T-07,2.68,73.3,2997,78.8
2026-08-22T10:52:30+05:30,T-07,2.63,75.4,3004,81.1
2026-08-22T10:52:45+05:30,T-07,2.58,73.2,3002,80.4
2026-08-22T10:53:00+05:30,T-07,2.53,75.4,3000,79.7
2026-08-22T10:53:15+05:30,T-07,2.48,73.2,2998,78.9
2026-08-22T10:53:30+05:30,T-07,2.35,75.3,3005,81.3
2026-08-22T10:53:45+05:30,T-07,2.30,73.1,3003,80.6
2026-08-22T10:54:00+05:30,T-07,2.83,75.3,3001,79.8
2026-08-22T10:54:15+05:30,T-07,2.78,73.1,2999,79.1
2026-08-22T10:54:30+05:30,T-07,2.73,74.6,2997,78.4
2026-08-22T10:54:45+05:30,T-07,2.68,72.4,3004,80.7
2026-08-22T10:55:00+05:30,T-07,2.63,74.5,3002,80.0
2026-08-22T10:55:15+05:30,T-07,2.50,76.7,3000,79.3
2026-08-22T10:55:30+05:30,T-07,2.45,74.5,2998,78.6
2026-08-22T10:55:45+05:30,T-07,2.40,76.7,3005,80.9
2026-08-22T10:56:00+05:30,T-07,2.35,74.4,3003,80.2
2026-08-22T10:56:15+05:30,T-07,2.89,76.6,3001,79.5
2026-08-22T10:56:30+05:30,T-07,2.84,74.4,2999,78.8
2026-08-22T10:56:45+05:30,T-07,2.79,75.9,2997,81.1
2026-08-22T10:57:00+05:30,T-07,2.66,73.7,3004,80.4
2026-08-22T10:57:15+05:30,T-07,2.61,75.9,3002,79.7
2026-08-22T10:57:30+05:30,T-07,2.56,73.7,3000,78.9
2026-08-22T10:57:45+05:30,T-07,2.51,75.8,2998,81.3
2026-08-22T10:58:00+05:30,T-07,2.46,73.6,3005,80.6
2026-08-22T10:58:15+05:30,T-07,2.41,75.8,3003,79.8
2026-08-22T10:58:30+05:30,T-07,2.36,73.6,3001,79.1
2026-08-22T10:58:45+05:30,T-07,2.81,75.7,2999,78.4
2026-08-22T10:59:00+05:30,T-07,2.76,72.9,2997,80.7
2026-08-22T10:59:15+05:30,T-07,2.71,75.0,3004,80.0
2026-08-22T10:59:30+05:30,T-07,2.66,72.8,3002,79.3
2026-08-22T10:59:45+05:30,T-07,2.61,75.0,3000,78.6
2026-08-22T11:00:00+05:30,T-07,2.56,72.8,2998,80.9
2026-08-22T11:00:15+05:30,T-07,2.51,74.9,3005,80.2
2026-08-22T11:00:30+05:30,T-07,2.38,72.7,3003,79.5
2026-08-22T11:00:45+05:30,T-07,2.33,74.9,3001,78.8
2026-08-22T11:01:00+05:30,T-07,2.87,77.1,2999,81.1
2026-08-22T11:01:15+05:30,T-07,2.82,74.2,2997,80.4
2026-08-22T11:01:30+05:30,T-07,2.77,76.4,3004,79.7
2026-08-22T11:01:45+05:30,T-07,2.72,74.2,3002,78.9
2026-08-22T11:02:00+05:30,T-07,2.67,76.3,3000,81.3
2026-08-22T11:02:15+05:30,T-07,2.53,74.1,2998,80.6
2026-08-22T11:02:30+05:30,T-07,2.48,76.3,3005,79.8
2026-08-22T11:02:45+05:30,T-07,2.43,74.1,3003,79.1
2026-08-22T11:03:00+05:30,T-07,2.38,76.2,3001,78.4
2026-08-22T11:03:15+05:30,T-07,2.33,74.0,2999,80.7
2026-08-22T11:03:30+05:30,T-07,2.87,75.5,2997,80.0
2026-08-22T11:03:45+05:30,T-07,2.82,73.3,3004,79.3
2026-08-22T11:04:00+05:30,T-07,2.69,75.5,3002,78.6
2026-08-22T11:04:15+05:30,T-07,2.64,73.3,3000,80.9
2026-08-22T11:04:30+05:30,T-07,2.59,75.4,2998,80.2
2026-08-22T11:04:45+05:30,T-07,2.54,73.2,3005,79.5
